graphFileName,y_train,y_train_pred
Mo2C_100_4_Pt_1_O_0_0_17989.graphml,-3.2939999999999996,-3.3353093
Mo2C_001_1_Mn_0_O_0_10_24271.graphml,-1.5959999999999999,-1.3142136
Mo2C_110_2_W_0_O_0_3_5667.graphml,-4.06,-4.1429605
Mo2C_010_2_Ir_1_O_0_4_6054.graphml,-2.803,-2.8539321
Mo2C_101_7_Ru_0_O_0_2_1868.graphml,-3.6910000000000003,-3.4720888
Mo2C_101_2_Zn_0_O_0_1_8308.graphml,-3.78,-3.8272254
Mo2C_101_0_Ti_1_O_0_6_20170.graphml,-2.915,-3.0627768
Mo2C_010_1_Nb_0_O_0_1_26288.graphml,-3.6060000000000003,-3.5898235
Mo2C_010_1_Nb_1_O_0_8_17114.graphml,-3.177,-3.0612793
Mo2C_110_2_Co_1_O_0_7_13568.graphml,-4.185,-4.2568445
Mo2C_100_5_W_1_O_0_15_12746.graphml,-5.027,-4.8132305
Mo2C_101_7_V_1_O_0_1_5138.graphml,-4.865,-5.11047
Mo2C_001_4_Pt_1_O_0_11_11621.graphml,-3.0039999999999996,-3.0134637
Mo2C_100_3_Ni_0_O_0_4_4506.graphml,-5.197,-4.8552365
Mo2C_101_7_Mn_1_O_0_2_8133.graphml,-4.239,-4.106314
Mo2C_100_3_Cd_0_O_0_7_9580.graphml,-2.6719999999999997,-2.4921613
Mo2C_011_4_Re_0_O_0_0_7408.graphml,-4.168,-4.172477
Mo2C_011_5_O_0_11_1467.graphml,-2.427,-2.7816737
Mo2C_100_5_Ni_2_O_0_0_25538.graphml,-3.55,-3.5645654
Mo2C_001_5_Au_1_O_0_3_18516.graphml,-3.35,-3.3076723
Mo2C_110_1_Ni_0_O_0_3_2277.graphml,-4.152,-4.1526194
Mo2C_100_0_Os_0_O_0_16_13136.graphml,-3.4989999999999997,-3.5402548
Mo2C_001_1_Ir_0_O_0_0_8294.graphml,-1.7480000000000002,-1.4129556
Mo2C_101_4_Re_0_O_0_2_11680.graphml,-4.493,-4.220818
Mo2C_100_5_Ir_1_O_0_11_24840.graphml,-3.43,-3.9368894
Mo2C_111_3_Mn_0_O_0_0_11394.graphml,-2.677,-2.5160758
Mo2C_111_8_Au_0_O_0_5_16034.graphml,-4.098,-4.133605
Mo2C_101_8_O_0_39_544.graphml,-2.69,-2.717344
Mo2C_101_5_Ti_1_O_0_9_9999.graphml,-1.307,-1.1732737
Mo2C_111_4_O_0_11_1349.graphml,-2.528,-2.1849706
Mo2C_010_3_Pt_0_O_0_8_11633.graphml,-3.4560000000000004,-3.3889656
Mo2C_101_4_Cr_1_O_0_10_13706.graphml,-4.399,-3.8824975
Mo2C_100_3_Cd_3_O_0_19_7747.graphml,-3.185,-2.9467127
Mo2C_100_2_Ag_2_O_0_0_11122.graphml,-4.99,-5.2233233
Mo2C_011_9_O_0_31_1316.graphml,-3.158,-2.8302755
Mo2C_100_0_Ru_3_O_0_16_8766.graphml,-3.702,-3.6872787
Mo2C_001_4_Ta_0_O_0_3_20183.graphml,-5.196000000000001,-5.10134
Mo2C_100_3_Ru_3_O_0_1_24095.graphml,-3.11,-3.0483425
Mo2C_100_3_Co_0_O_0_19_8549.graphml,-3.8339999999999996,-3.8132703
Mo2C_001_1_Ir_1_O_0_9_21703.graphml,-2.968,-2.804485
Mo2C_001_0_Ni_1_O_0_0_7799.graphml,-2.717,-2.9376924
Mo2C_100_0_Ag_1_O_0_8_25730.graphml,-1.798,-2.0120325
Mo2C_110_1_Pt_0_O_0_6_19718.graphml,-3.827,-3.9748008
Mo2C_001_5_Pt_1_O_0_3_3370.graphml,-3.4130000000000003,-3.4707744
Mo2C_100_2_Tc_3_O_0_4_11574.graphml,-4.23,-4.7093115
Mo2C_100_0_Cu_2_O_0_21_21984.graphml,-3.207,-3.098964
Mo2C_010_1_Cr_0_O_0_3_17750.graphml,-3.9160000000000004,-3.9048998
Mo2C_001_4_Au_1_O_0_4_14343.graphml,-3.728,-3.5982125
Mo2C_101_0_Re_1_O_0_4_18855.graphml,-1.284,-1.1286198
Mo2C_110_1_Cu_0_O_0_10_2524.graphml,-3.9339999999999997,-4.0415587
Mo2C_100_0_Pt_2_O_0_0_25955.graphml,-3.708,-3.5995417
Mo2C_101_9_O_0_18_506.graphml,-4.306,-4.1947527
Mo2C_100_2_Zn_3_O_0_1_10784.graphml,-5.025,-5.0916824
Mo2C_100_5_Ni_0_O_0_21_5365.graphml,-3.85,-4.250615
Mo2C_001_1_O_0_17_111.graphml,-4.703,-4.663369
Mo2C_010_1_Nb_1_O_0_0_13335.graphml,-3.61,-3.5898237
Mo2C_010_3_Ni_1_O_0_3_11187.graphml,-1.598,-1.709098
Mo2C_110_5_Os_1_O_0_3_20223.graphml,-2.329,-2.3785233
Mo2C_100_0_Tc_3_O_0_5_1323.graphml,-3.122,-3.063411
Mo2C_110_4_Co_1_O_0_4_2048.graphml,-1.6159999999999999,-1.6102353
Mo2C_111_0_O_0_24_434.graphml,-3.221,-3.2922168
Mo2C_100_4_Cd_0_O_0_4_13894.graphml,-3.895,-3.6632264
Mo2C_101_0_Ni_0_O_0_8_23505.graphml,-3.9339999999999997,-3.7751586
Mo2C_100_0_O_0_2_788.graphml,-3.431,-3.6220837
Mo2C_100_5_Ag_2_O_0_16_7677.graphml,-4.83,-4.7354074
Mo2C_111_2_V_0_O_0_2_3129.graphml,-2.898,-2.6652594
Mo2C_100_5_Ru_3_O_0_3_7928.graphml,-4.431,-4.243085
Mo2C_101_4_Rh_1_O_0_10_24378.graphml,-3.91,-3.9498556
Mo2C_100_5_Cr_1_O_0_9_4380.graphml,-5.224,-4.900129
Mo2C_011_0_Mn_0_O_0_0_12019.graphml,-4.196000000000001,-4.135499
Mo2C_010_3_Au_1_O_0_1_13113.graphml,-4.595,-4.931208
Mo2C_100_2_Cr_0_O_0_16_8775.graphml,-3.9410000000000003,-4.4382997
Mo2C_111_2_Cr_0_O_0_5_2672.graphml,-3.042,-2.8877602
Mo2C_010_0_Cd_0_O_0_4_16933.graphml,-3.9810000000000003,-3.857662
Mo2C_001_5_Nb_1_O_0_2_20610.graphml,-5.152,-5.18178
Mo2C_110_0_Cu_0_O_0_9_598.graphml,-4.046,-4.1805806
Mo2C_001_1_Pd_1_O_0_5_14044.graphml,-2.9539999999999997,-3.0277512
Mo2C_100_2_Rh_0_O_0_16_10955.graphml,-3.964,-3.9018617
Mo2C_100_5_Fe_2_O_0_10_9301.graphml,-4.262,-4.9789524
Mo2C_101_9_O_0_40_492.graphml,-3.79,-3.8883483
Mo2C_100_0_Ti_3_O_0_5_17288.graphml,-4.059,-3.9964168
Mo2C_100_5_Ni_2_O_0_5_8771.graphml,-3.906,-4.486101
Mo2C_111_5_O_0_20_793.graphml,-1.829,-1.9121424
Mo2C_100_2_Ru_0_O_0_10_7234.graphml,-4.26,-4.502637
Mo2C_100_3_W_3_O_0_4_16559.graphml,-3.7039999999999997,-3.8030188
Mo2C_011_7_O_0_19_169.graphml,-4.7219999999999995,-4.4741573
Mo2C_100_3_Au_1_O_0_9_403.graphml,-2.467,-1.8702961
Mo2C_111_0_Cr_0_O_0_5_4817.graphml,-4.565,-4.4676976
Mo2C_100_5_Pt_1_O_0_20_5200.graphml,-3.892,-3.8523407
Mo2C_011_10_Au_0_O_0_2_25529.graphml,-3.2739999999999996,-3.1008878
Mo2C_001_0_Co_0_O_0_5_12656.graphml,-3.511,-3.563
Mo2C_011_4_Pt_0_O_0_0_10351.graphml,-3.335,-3.4858284
Mo2C_101_2_O_0_44_754.graphml,-2.87,-2.544995
Mo2C_110_2_Zn_1_O_0_10_22522.graphml,-3.44,-3.480267
Mo2C_101_5_Pt_0_O_0_3_22602.graphml,-3.23,-3.0031111
Mo2C_100_2_W_1_O_0_0_9517.graphml,-3.247,-3.2943478
Mo2C_101_9_Ir_1_O_0_3_6244.graphml,-2.076,-1.9876367
Mo2C_101_0_Tc_1_O_0_2_14931.graphml,-1.7309999999999999,-1.7168099
Mo2C_100_5_Ti_1_O_0_8_8469.graphml,-5.486000000000001,-5.1292872
Mo2C_110_0_Cd_1_O_0_11_1435.graphml,-4.007,-4.104815
Mo2C_100_2_Ag_2_O_0_21_19519.graphml,-4.989,-4.9168797
Mo2C_110_2_Ti_0_O_0_6_2074.graphml,-3.59,-3.566795
Mo2C_100_4_O_0_22_1094.graphml,-5.037,-4.8967705
Mo2C_100_2_Mn_1_O_0_0_14632.graphml,-3.4,-3.5368075
Mo2C_100_0_Ti_0_O_0_21_14353.graphml,-2.887,-3.000632
Mo2C_100_3_Nb_2_O_0_21_1567.graphml,-3.889,-3.8520777
Mo2C_100_0_Ag_2_O_0_15_7417.graphml,-3.0060000000000002,-2.8618667
Mo2C_110_3_Ti_1_O_0_5_19361.graphml,-2.142,-2.0920665
Mo2C_101_9_Cr_0_O_0_2_1180.graphml,-3.659,-4.3619533
Mo2C_001_3_Ti_1_O_0_1_17150.graphml,-1.4680000000000002,-1.1405574
Mo2C_100_0_Ti_1_O_0_17_22623.graphml,-3.341,-3.1659322
Mo2C_100_0_Fe_0_O_0_4_13664.graphml,-3.748,-3.6305418
Mo2C_100_0_Ru_2_O_0_0_12492.graphml,-3.111,-3.0483425
Mo2C_101_9_Mn_1_O_0_8_6845.graphml,-4.176,-4.2188163
Mo2C_110_0_Co_1_O_0_9_24487.graphml,-4.008,-3.883056
Mo2C_100_0_Ag_0_O_0_19_1011.graphml,-1.317,-1.2530249
Mo2C_111_0_Co_0_O_0_4_3986.graphml,-4.896,-4.8876667
Mo2C_100_2_V_3_O_0_5_19426.graphml,-4.9319999999999995,-4.928705
Mo2C_001_4_V_0_O_0_9_11101.graphml,-4.967,-4.8723536
Mo2C_101_4_Cu_0_O_0_2_4943.graphml,-3.835,-3.86656
Mo2C_010_0_W_1_O_0_1_2121.graphml,-4.8919999999999995,-4.812772
Mo2C_101_7_Os_1_O_0_10_24437.graphml,-3.102,-3.0275784
Mo2C_100_3_Ag_3_O_0_19_15566.graphml,-3.0069999999999997,-2.9004714
Mo2C_110_3_Mn_1_O_0_11_17436.graphml,-0.177,-0.2883132
Mo2C_110_1_Rh_1_O_0_6_20087.graphml,-4.138,-4.1727176
Mo2C_001_2_Rh_1_O_0_7_23053.graphml,-3.557,-3.554622
Mo2C_101_9_Pd_0_O_0_9_12758.graphml,-3.594,-3.6086807
Mo2C_100_5_Tc_1_O_0_16_20512.graphml,-3.884,-4.3837385
Mo2C_011_11_W_0_O_0_1_12833.graphml,-2.529,-2.7412999
Mo2C_101_9_Ir_1_O_0_11_19700.graphml,-3.736,-3.8898914
Mo2C_011_5_Cr_0_O_0_1_7005.graphml,-4.559,-4.510021
Mo2C_100_5_Tc_1_O_0_0_13390.graphml,-3.324,-3.2138689
Mo2C_100_5_W_3_O_0_11_12335.graphml,-4.611000000000001,-4.864023
Mo2C_100_2_Co_2_O_0_21_13719.graphml,-4.248,-4.3837214
Mo2C_100_0_Co_1_O_0_19_8214.graphml,-4.461,-4.342882
Mo2C_001_0_Cu_0_O_0_1_12043.graphml,-3.985,-4.002338
Mo2C_100_0_Ag_3_O_0_4_19958.graphml,-3.009,-2.9578607
Mo2C_110_4_Tc_0_O_0_11_7151.graphml,-1.966,-1.9784052
Mo2C_100_0_Ti_1_O_0_0_2493.graphml,-3.457,-3.5554311
Mo2C_111_0_O_0_33_711.graphml,-4.747,-4.801632
Mo2C_111_3_Mn_0_O_0_2_11380.graphml,-3.134,-2.953717
Mo2C_110_5_W_1_O_0_5_25645.graphml,-2.602,-2.6873994
Mo2C_110_0_Ir_0_O_0_3_1045.graphml,-4.435,-4.441335
Mo2C_100_3_Ti_1_O_0_5_4586.graphml,-3.542,-3.237522
Mo2C_011_4_Au_0_O_0_0_25485.graphml,-4.047,-4.046725
Mo2C_100_2_Ni_3_O_0_22_22394.graphml,-5.212000000000001,-4.786254
Mo2C_100_2_Re_1_O_0_6_533.graphml,-4.3660000000000005,-4.5054836
Mo2C_100_2_Ti_0_O_0_3_6360.graphml,-3.633,-3.511413
Mo2C_100_3_Fe_1_O_0_18_118.graphml,-3.563,-3.2136295
Mo2C_101_9_Mn_1_O_0_0_2241.graphml,-3.6660000000000004,-3.644553
Mo2C_010_0_Cu_1_O_0_0_2695.graphml,-3.826,-3.8030255
Mo2C_100_0_V_0_O_0_8_9957.graphml,-3.795,-3.7911131
Mo2C_100_5_Re_2_O_0_10_13564.graphml,-4.206,-4.6515837
Mo2C_101_5_Nb_1_O_0_5_18207.graphml,-1.262,-1.1967548
Mo2C_100_5_Cu_0_O_0_7_725.graphml,-4.345,-4.5904417
Mo2C_100_2_W_1_O_0_9_20222.graphml,-5.0680000000000005,-4.8349624
Mo2C_010_2_Mn_1_O_0_4_12239.graphml,-3.405,-3.2487755
Mo2C_010_2_Ta_0_O_0_5_19839.graphml,-5.442,-5.0435014
Mo2C_100_2_W_0_O_0_21_7962.graphml,-4.6739999999999995,-4.8796573
Mo2C_110_2_Nb_0_O_0_0_9906.graphml,-3.509,-3.4449332
Mo2C_010_3_Co_1_O_0_1_14649.graphml,-3.628,-3.5452044
Mo2C_100_3_Tc_2_O_0_7_20656.graphml,-3.1210000000000004,-3.1751347
Mo2C_100_2_Pd_2_O_0_21_18938.graphml,-5.121,-4.798237
Mo2C_110_0_Pt_1_O_0_2_20239.graphml,-3.9389999999999996,-3.9036043
Mo2C_100_2_Tc_0_O_0_20_7333.graphml,-4.784,-4.701761
Mo2C_101_0_Ti_0_O_0_2_21263.graphml,-2.0980000000000003,-1.940133
Mo2C_100_2_Fe_2_O_0_4_5807.graphml,-3.984,-4.7467165
Mo2C_010_3_Pt_1_O_0_1_22719.graphml,-4.555,-4.3472447
Mo2C_111_0_Re_0_O_0_0_7534.graphml,-5.064,-5.0675135
Mo2C_100_5_Ti_0_O_0_15_26427.graphml,-5.486000000000001,-5.1292872
Mo2C_010_1_Ni_1_O_0_5_2100.graphml,-1.599,-1.709098
Mo2C_100_5_Ni_0_O_0_14_17022.graphml,-4.727,-4.7351623
Mo2C_110_3_Pd_1_O_0_5_12161.graphml,-2.7,-2.9445627
Mo2C_111_6_O_0_24_1860.graphml,-4.023,-4.138146
Mo2C_100_1_Ru_0_O_0_2_13211.graphml,-2.6319999999999997,-2.4659598
Mo2C_100_5_Fe_1_O_0_14_11084.graphml,-4.77,-4.8060527
Mo2C_100_4_Nb_1_O_0_4_2411.graphml,-5.19,-5.171467
Mo2C_100_3_Ni_0_O_0_2_21429.graphml,-4.079,-4.181322
Mo2C_100_5_Os_1_O_0_22_22776.graphml,-4.297,-4.339395
Mo2C_111_5_Pd_0_O_0_3_25882.graphml,-3.495,-3.6612442
Mo2C_100_2_Pd_1_O_0_2_5549.graphml,-3.654,-3.592862
Mo2C_010_1_Ru_0_O_0_5_7722.graphml,-1.5659999999999998,-1.520367
Mo2C_101_9_Os_1_O_0_1_626.graphml,-3.112,-3.2601197
Mo2C_100_3_Pd_3_O_0_23_1408.graphml,-2.807,-2.9606383
Mo2C_101_7_Ti_0_O_0_2_6590.graphml,-5.255,-4.666747
Mo2C_001_4_Cr_1_O_0_11_22307.graphml,-1.743,-1.498726
Mo2C_101_0_Ag_1_O_0_10_14820.graphml,-1.751,-1.5888704
Mo2C_100_0_Ru_1_O_0_22_3758.graphml,-3.241,-3.1302543
Mo2C_101_1_O_0_15_334.graphml,-2.345,-2.375961
Mo2C_010_0_Tc_0_O_0_7_513.graphml,-4.19,-4.160154
Mo2C_011_11_Ni_0_O_0_1_6157.graphml,-2.748,-2.582781
Mo2C_111_7_Os_0_O_0_0_23067.graphml,-3.819,-3.8489397
Mo2C_101_7_Mn_1_O_0_5_24485.graphml,-3.1889999999999996,-3.055065
Mo2C_111_9_O_0_6_993.graphml,-2.946,-3.3126307
Mo2C_101_9_Re_0_O_0_11_8413.graphml,-3.468,-3.6078508
Mo2C_100_3_Nb_2_O_0_18_12028.graphml,-3.3289999999999997,-3.2366893
Mo2C_001_5_Zn_1_O_0_2_13843.graphml,-4.095,-4.0506344
Mo2C_100_5_Os_1_O_0_5_15801.graphml,-3.7060000000000004,-4.2186036
Mo2C_001_1_W_1_O_0_11_19702.graphml,-3.0010000000000003,-3.141133
Mo2C_100_0_Cd_1_O_0_4_18128.graphml,-1.544,-1.9479895
Mo2C_100_1_Cr_1_O_0_6_3054.graphml,-5.109,-4.945163
Mo2C_101_4_W_1_O_0_2_19716.graphml,-4.942,-4.749697
Mo2C_100_5_Au_0_O_0_22_17275.graphml,-4.0489999999999995,-4.154954
Mo2C_110_2_Pd_0_O_0_7_22724.graphml,-3.0389999999999997,-2.8924131
Mo2C_100_2_Ag_0_O_0_22_190.graphml,-4.205,-4.186611
Mo2C_100_2_Mn_2_O_0_21_17590.graphml,-4.6080000000000005,-4.557597
Mo2C_011_7_Cr_0_O_0_1_16265.graphml,-3.02,-3.0223944
Mo2C_100_0_Nb_2_O_0_3_11764.graphml,-3.3289999999999997,-3.2302628
Mo2C_011_4_Mn_0_O_0_1_431.graphml,-2.958,-2.9074514
Mo2C_101_7_W_0_O_0_9_20860.graphml,-3.3819999999999997,-3.3103433
Mo2C_100_1_Ni_1_O_0_10_2104.graphml,-2.5980000000000003,-2.737847
Mo2C_100_3_Pd_3_O_0_15_13672.graphml,-1.235,-1.0262122
Mo2C_001_2_Os_1_O_0_0_11325.graphml,-3.58,-3.6336162
Mo2C_111_0_Zn_0_O_0_5_16793.graphml,-4.453,-4.256147
Mo2C_100_2_Rh_1_O_0_15_17392.graphml,-4.519,-4.585695
Mo2C_011_1_Nb_0_O_0_2_6857.graphml,-4.672,-4.7217197
Mo2C_100_0_Fe_1_O_0_17_7913.graphml,-3.197,-3.14155
Mo2C_100_3_W_1_O_0_2_7096.graphml,-3.5,-3.4441297
Mo2C_100_5_Pd_0_O_0_8_11516.graphml,-4.558,-4.5214987
Mo2C_100_5_Mn_3_O_0_6_6623.graphml,-4.607,-4.656024
Mo2C_110_0_Fe_0_O_0_9_16653.graphml,-3.963,-4.024811
Mo2C_110_2_Pd_0_O_0_1_13319.graphml,-4.224,-4.1655135
Mo2C_100_0_Tc_0_O_0_5_26502.graphml,-3.515,-3.2833345
Mo2C_001_1_Ir_1_O_0_4_25715.graphml,-3.5660000000000003,-3.4091713
Mo2C_100_0_Ta_3_O_0_10_23357.graphml,-3.7489999999999997,-3.6788077
Mo2C_001_3_Rh_1_O_0_0_7302.graphml,-2.33,-2.6626964
Mo2C_100_5_Os_1_O_0_12_22158.graphml,-4.484,-4.376629
Mo2C_001_1_Ti_1_O_0_11_19294.graphml,-4.981,-5.120162
Mo2C_111_8_Ru_0_O_0_5_3019.graphml,-4.919,-4.890128
Mo2C_100_3_Ag_0_O_0_18_23605.graphml,-3.5,-3.212421
Mo2C_100_2_Au_0_O_0_3_11678.graphml,-3.5210000000000004,-3.5719075
Mo2C_100_2_Ir_0_O_0_11_13842.graphml,-4.532,-4.6206684
Mo2C_011_5_O_0_4_586.graphml,-3.025,-3.089712
Mo2C_101_7_W_1_O_0_9_22327.graphml,-3.33,-3.6123278
Mo2C_001_1_O_0_18_1640.graphml,-4.703,-4.6503906
Mo2C_100_0_Fe_1_O_0_4_766.graphml,-4.362,-4.373493
Mo2C_111_5_Fe_0_O_0_3_16495.graphml,-3.9189999999999996,-4.0144567
Mo2C_100_3_Au_2_O_0_5_23745.graphml,-1.296,-1.2810551
Mo2C_101_0_Mn_1_O_0_4_7093.graphml,-1.348,-1.048452
Mo2C_111_8_Ru_0_O_0_0_11806.graphml,-2.8789999999999996,-2.4651053
Mo2C_100_2_Ni_0_O_0_10_17578.graphml,-3.87,-4.474372
Mo2C_111_0_Fe_0_O_0_4_5882.graphml,-4.942,-4.8757963
Mo2C_101_4_W_1_O_0_10_25761.graphml,-3.409,-3.523103
Mo2C_101_5_Cd_1_O_0_0_10665.graphml,-2.26,-2.3118763
Mo2C_111_6_Tc_0_O_0_0_25403.graphml,-3.7939999999999996,-3.879766
Mo2C_100_2_Ru_2_O_0_5_3899.graphml,-4.012,-4.527624
Mo2C_100_3_Nb_2_O_0_15_18097.graphml,-3.6439999999999997,-3.6086044
Mo2C_111_9_O_0_40_1745.graphml,-3.457,-3.5957336
Mo2C_010_0_Pt_1_O_0_2_1369.graphml,-2.149,-2.158352
Mo2C_110_2_Fe_0_O_0_7_13995.graphml,-3.805,-3.9526398
Mo2C_100_3_Ir_1_O_0_10_14999.graphml,-3.3760000000000003,-3.2605429
Mo2C_100_3_Nb_1_O_0_3_23385.graphml,-3.4410000000000003,-3.3442485
Mo2C_100_3_Au_2_O_0_8_7371.graphml,-2.7769999999999997,-2.8632295
Mo2C_011_3_Os_0_O_0_0_24498.graphml,-3.2880000000000003,-3.234923
Mo2C_100_2_Ru_3_O_0_15_23780.graphml,-5.187,-4.742123
Mo2C_011_3_V_0_O_0_0_24632.graphml,-3.787,-3.781812
Mo2C_100_5_V_1_O_0_11_17484.graphml,-4.96,-5.1745358
Mo2C_100_5_Co_1_O_0_5_20742.graphml,-3.8989999999999996,-4.049647
Mo2C_100_5_Mn_1_O_0_5_25682.graphml,-3.8480000000000003,-4.1296334
Mo2C_001_1_Cu_1_O_0_10_8159.graphml,-1.757,-1.4275911
Mo2C_111_1_O_0_6_1623.graphml,-2.841,-2.7807312
Mo2C_100_0_Nb_1_O_0_3_268.graphml,-3.4330000000000003,-3.3442488
Mo2C_010_1_Cu_0_O_0_5_23685.graphml,-1.7590000000000001,-1.8513123
Mo2C_101_2_O_0_5_1575.graphml,-2.81,-2.7669766
Mo2C_101_7_Au_0_O_0_10_19650.graphml,-3.108,-3.1162148
Mo2C_101_9_Ag_0_O_0_7_26273.graphml,-4.287,-4.260491
Mo2C_100_2_Fe_0_O_0_7_16833.graphml,-3.847,-4.2236958
Mo2C_100_4_O_0_6_1770.graphml,-2.971,-2.7732384
Mo2C_110_1_Ir_1_O_0_5_3880.graphml,-4.088,-4.132509
Mo2C_100_2_Mn_3_O_0_0_11282.graphml,-3.503,-3.4429243
Mo2C_100_5_Os_2_O_0_11_16533.graphml,-4.101,-4.1165457
Mo2C_100_2_Ni_0_O_0_6_24335.graphml,-4.681,-4.8625984
Mo2C_001_4_O_0_9_433.graphml,-3.375,-3.58266
Mo2C_101_1_O_0_28_339.graphml,-4.21,-4.243293
Mo2C_100_2_Cd_3_O_0_19_25090.graphml,-3.576,-3.5327992
Mo2C_100_1_Nb_0_O_0_6_3782.graphml,-5.402,-5.171467
Mo2C_111_4_Co_0_O_0_5_1659.graphml,-3.929,-3.9821699
Mo2C_110_5_Ag_1_O_0_8_5133.graphml,-2.5789999999999997,-2.6585393
Mo2C_010_3_Ru_1_O_0_8_11436.graphml,-3.0810000000000004,-2.9666884
Mo2C_100_3_O_0_3_1741.graphml,-3.468,-3.2882164
Mo2C_100_2_Ni_2_O_0_14_4789.graphml,-4.348,-4.833888
Mo2C_100_5_Au_3_O_0_22_11900.graphml,-4.754,-4.7711725
Mo2C_100_2_Cd_0_O_0_18_5234.graphml,-3.733,-4.1368203
Mo2C_010_1_Re_1_O_0_8_15218.graphml,-2.13,-2.1811025
Mo2C_111_9_O_0_22_1380.graphml,-2.97,-2.9336936
Mo2C_101_5_Rh_1_O_0_3_17902.graphml,-3.415,-3.4936087
Mo2C_110_2_W_0_O_0_5_20732.graphml,-4.388999999999999,-4.397105
Mo2C_100_2_Pt_0_O_0_14_15577.graphml,-4.56,-4.1471004
Mo2C_101_5_Cu_1_O_0_7_4071.graphml,-1.9269999999999998,-1.8997679
Mo2C_100_5_Au_1_O_0_18_24268.graphml,-4.052,-4.1549544
Mo2C_100_3_Ir_2_O_0_12_13344.graphml,-2.637,-2.704676
Mo2C_100_3_Re_1_O_0_21_25132.graphml,-3.22,-3.2730465
Mo2C_100_5_W_1_O_0_21_22869.graphml,-4.518,-4.5316124
Mo2C_100_2_Cd_1_O_0_11_22781.graphml,-3.804,-3.7724786
Mo2C_101_0_Zn_1_O_0_5_8113.graphml,-5.94,-4.8108363
Mo2C_100_3_Co_3_O_0_12_16542.graphml,-2.889,-2.470209
Mo2C_100_5_Mn_2_O_0_22_21185.graphml,-5.244,-4.8431053
Mo2C_101_0_Os_0_O_0_0_3826.graphml,-3.7239999999999998,-3.6365898
Mo2C_100_1_Cu_1_O_0_0_904.graphml,-3.665,-3.720799
Mo2C_010_0_O_0_1_657.graphml,-2.5540000000000003,-2.3205569
Mo2C_101_5_Pd_1_O_0_0_23556.graphml,-3.4419999999999997,-3.359101
Mo2C_101_4_Tc_0_O_0_7_985.graphml,-4.186,-4.2499394
Mo2C_111_6_O_0_19_65.graphml,-2.322,-2.5491989
Mo2C_111_8_Rh_0_O_0_2_25295.graphml,-4.1530000000000005,-4.3091607
Mo2C_100_3_Co_3_O_0_5_3998.graphml,-3.22,-3.6310403
Mo2C_010_2_Ag_1_O_0_0_14297.graphml,-4.095,-4.15622
Mo2C_100_2_Ru_2_O_0_23_9583.graphml,-4.011,-3.6967595
Mo2C_010_0_Pd_1_O_0_3_21186.graphml,-3.9010000000000002,-3.936426
Mo2C_011_3_Os_0_O_0_1_22949.graphml,-4.617,-4.605664
Mo2C_111_9_Cd_0_O_0_0_9330.graphml,-4.894,-4.8884645
Mo2C_101_4_Pt_1_O_0_0_15040.graphml,-3.6460000000000004,-3.5932
Mo2C_100_1_Co_0_O_0_4_14249.graphml,-4.2330000000000005,-3.8923278
Mo2C_100_5_Re_3_O_0_15_21585.graphml,-5.0760000000000005,-4.6515837
Mo2C_101_0_Os_1_O_0_11_21209.graphml,-1.2819999999999998,-1.2512208
Mo2C_100_5_Ru_0_O_0_13_24775.graphml,-4.588,-4.706053
Mo2C_101_9_Rh_0_O_0_10_23330.graphml,-3.545,-3.5796437
Mo2C_100_5_Cd_2_O_0_20_18539.graphml,-3.577,-3.5327992
Mo2C_110_0_Pt_0_O_0_7_23438.graphml,-3.7739999999999996,-3.8352146
Mo2C_101_9_Ru_0_O_0_9_25606.graphml,-3.555,-3.3957725
Mo2C_110_2_Ru_0_O_0_7_11522.graphml,-3.431,-3.4586775
Mo2C_100_2_Pd_1_O_0_3_25576.graphml,-3.5180000000000002,-3.4074175
Mo2C_011_3_O_0_30_225.graphml,-3.4589999999999996,-3.6120465
Mo2C_101_4_Rh_0_O_0_6_9633.graphml,-3.502,-3.3860433
Mo2C_100_2_W_2_O_0_21_8346.graphml,-4.702,-4.8112583
Mo2C_100_2_Fe_2_O_0_3_17241.graphml,-3.5039999999999996,-3.628957
Mo2C_111_7_O_0_28_47.graphml,-4.247,-4.2153025
Mo2C_011_8_O_0_39_1944.graphml,-2.886,-3.153526
Mo2C_100_2_V_0_O_0_2_16622.graphml,-3.514,-3.6679208
Mo2C_100_2_Co_0_O_0_10_8669.graphml,-4.401,-4.5440454
Mo2C_111_5_Fe_0_O_0_5_10749.graphml,-2.798,-2.8429344
Mo2C_100_3_Nb_2_O_0_20_10330.graphml,-3.196,-3.1401925
Mo2C_001_5_O_0_7_87.graphml,-4.923,-4.734103
Mo2C_101_4_Pt_0_O_0_7_17580.graphml,-3.58,-3.6972816
Mo2C_011_10_Rh_0_O_0_2_23093.graphml,-3.863,-3.9658563
Mo2C_001_2_Ag_0_O_0_2_7308.graphml,-3.248,-3.251126
Mo2C_101_9_Cd_0_O_0_2_9306.graphml,-3.6639999999999997,-3.6294954
Mo2C_001_1_Ag_1_O_0_10_12460.graphml,-2.3819999999999997,-2.409592
Mo2C_100_3_Ru_2_O_0_23_7751.graphml,-3.707,-3.6370733
Mo2C_111_7_Cr_0_O_0_2_11643.graphml,-3.898,-3.9290173
Mo2C_100_0_Re_3_O_0_12_20467.graphml,-3.153,-2.9867518
Mo2C_101_1_O_0_7_568.graphml,-2.9,-3.0094798
