graphFileName,y_test,y_test_pred
Mo2C_100_0_Ti_2_O_0_8_20854.graphml,-4.06,-3.9863546
Mo2C_100_5_Cr_0_O_0_10_15048.graphml,-4.655,-4.966353
Mo2C_001_2_Pd_0_O_0_7_16309.graphml,-3.509,-3.5193589
Mo2C_100_5_Rh_0_O_0_9_960.graphml,-4.6,-4.629931
Mo2C_100_3_Tc_3_O_0_8_1806.graphml,-3.122,-3.0634115
Mo2C_100_0_V_1_O_0_13_10434.graphml,-3.7939999999999996,-3.7627459
Mo2C_001_4_Au_0_O_0_9_15105.graphml,-2.504,-2.7793005
Mo2C_110_0_Ti_0_O_0_4_125.graphml,-4.342,-4.5277195
Mo2C_101_7_Ir_0_O_0_4_23596.graphml,-3.528,-3.483559
Mo2C_010_2_Cu_1_O_0_0_20114.graphml,-3.826,-3.8030255
Mo2C_111_5_Rh_0_O_0_4_22334.graphml,-3.821,-3.721652
Mo2C_100_3_Cd_2_O_0_21_6007.graphml,-3.182,-2.9467127
Mo2C_100_3_Rh_2_O_0_18_25534.graphml,-3.1910000000000003,-3.1053889
Mo2C_100_2_Nb_1_O_0_6_4405.graphml,-4.828,-4.976652
Mo2C_100_5_Co_2_O_0_6_15776.graphml,-4.766,-5.0805173
Mo2C_100_0_Cd_0_O_0_4_15876.graphml,-2.6710000000000003,-2.4921613
Mo2C_111_7_Ti_0_O_0_5_20031.graphml,-4.363,-4.7226915
Mo2C_001_4_Fe_1_O_0_11_22943.graphml,-1.615,-1.2875053
Mo2C_100_5_Cd_3_O_0_11_17332.graphml,-4.667,-4.627387
Mo2C_001_0_Ru_1_O_0_0_7546.graphml,-2.1519999999999997,-2.1222608
Mo2C_010_1_Ru_1_O_0_1_25279.graphml,-3.75,-3.7695444
Mo2C_101_2_Ag_0_O_0_4_2036.graphml,-3.0780000000000003,-3.1369362
Mo2C_111_5_Pt_0_O_0_4_1035.graphml,-3.8089999999999997,-2.8614533
Mo2C_111_9_Ti_0_O_0_1_4420.graphml,-3.97,-4.315301
Mo2C_110_3_Pt_1_O_0_1_2875.graphml,-2.787,-3.362588
Mo2C_100_2_Rh_2_O_0_11_4180.graphml,-3.821,-4.761697
Mo2C_001_5_Fe_0_O_0_0_26466.graphml,-4.2,-3.5417633
Mo2C_101_5_Cu_0_O_0_10_25156.graphml,-2.162,-1.9684304
Mo2C_011_1_Ag_0_O_0_2_7550.graphml,-3.694,-4.160141
Mo2C_010_3_Co_1_O_0_0_14140.graphml,-3.9419999999999997,-3.9200761
Mo2C_010_3_Ir_1_O_0_4_21488.graphml,-4.24,-3.836642
Mo2C_101_5_Mn_1_O_0_6_13489.graphml,-1.749,-1.8764869
Mo2C_101_9_Pt_1_O_0_9_4072.graphml,-3.8710000000000004,-3.93516
Mo2C_100_3_Cd_0_O_0_8_18987.graphml,-2.67,-2.48262
Mo2C_001_2_Cu_1_O_0_1_25885.graphml,-3.827,-3.8622186
Mo2C_101_1_V_0_O_0_3_24803.graphml,-4.313,-4.3648815
Mo2C_101_9_O_0_37_359.graphml,-4.308,-3.8660772
Mo2C_111_3_Co_0_O_0_2_12002.graphml,-3.156,-3.1529527
Mo2C_001_1_Ti_0_O_0_10_3068.graphml,-5.007,-5.0662417
Mo2C_011_11_Au_0_O_0_1_20119.graphml,-2.84,-2.5777187
Mo2C_011_3_Co_0_O_0_2_1185.graphml,-3.5239999999999996,-3.527785
Mo2C_111_6_Rh_0_O_0_0_21782.graphml,-3.943,-3.283264
Mo2C_100_0_Ta_0_O_0_9_18922.graphml,-3.25,-3.2388165
Mo2C_101_4_O_0_9_281.graphml,-4.309,-3.7102962
Mo2C_110_0_Pt_1_O_0_11_6866.graphml,-3.9339999999999997,-3.7149813
Mo2C_100_0_Re_0_O_0_12_7896.graphml,-3.123,-3.352523
Mo2C_111_6_Zn_0_O_0_1_20577.graphml,-2.141,-2.1245542
Mo2C_110_1_Ag_1_O_0_3_22762.graphml,-4.226,-3.8100646
Mo2C_111_5_Zn_0_O_0_4_10368.graphml,-3.926,-3.5830772
Mo2C_100_5_Cd_2_O_0_5_18080.graphml,-3.6069999999999998,-3.6695302
Mo2C_001_0_Fe_1_O_0_0_14744.graphml,-2.695,-2.6835063
Mo2C_100_5_Ir_1_O_0_1_16824.graphml,-3.864,-3.7691715
Mo2C_110_2_Rh_0_O_0_8_7421.graphml,-3.614,-3.781254
Mo2C_001_1_Nb_0_O_0_10_6515.graphml,-3.063,-3.0032902
Mo2C_101_3_Mn_0_O_0_1_11314.graphml,-2.641,-2.626244
Mo2C_100_0_Cu_1_O_0_1_19646.graphml,-1.064,-0.5369929
Mo2C_111_0_W_0_O_0_5_7157.graphml,-4.487,-4.5198355
Mo2C_001_4_Co_0_O_0_11_24505.graphml,-1.885,-1.772405
Mo2C_010_2_Ru_1_O_0_4_7991.graphml,-2.781,-2.7066662
Mo2C_100_0_Zn_2_O_0_12_17731.graphml,-3.075,-2.7384033
Mo2C_101_9_Pt_0_O_0_11_16714.graphml,-3.593,-3.5294054
Mo2C_101_9_Nb_1_O_0_4_18595.graphml,-3.485,-3.3030837
Mo2C_010_0_Zn_0_O_0_7_26148.graphml,-3.9539999999999997,-3.8283775
Mo2C_001_4_Rh_0_O_0_11_7699.graphml,-2.903,-3.0336053
Mo2C_110_5_Ta_1_O_0_2_21814.graphml,-2.573,-3.305343
Mo2C_100_2_Fe_0_O_0_18_20560.graphml,-3.957,-4.3828845
Mo2C_010_2_V_0_O_0_2_24355.graphml,-4.957,-4.9663854
Mo2C_101_9_Re_1_O_0_11_7106.graphml,-3.7889999999999997,-3.9078515
Mo2C_101_6_O_0_19_955.graphml,-3.3739999999999997,-3.1220806
Mo2C_011_11_O_0_14_1763.graphml,-2.92,-2.8522198
Mo2C_101_7_Zn_1_O_0_9_21038.graphml,-3.679,-3.4510326
Mo2C_001_2_Zn_1_O_0_4_3881.graphml,-4.0680000000000005,-4.050634
Mo2C_100_2_Cd_1_O_0_6_16705.graphml,-3.5839999999999996,-4.322715
Mo2C_100_5_Au_3_O_0_17_5057.graphml,-5.0,-4.7711725
Mo2C_100_0_Cu_2_O_0_5_8141.graphml,-3.055,-2.8117826
Mo2C_001_4_Ti_1_O_0_11_366.graphml,-5.013999999999999,-5.067806
Mo2C_101_2_Nb_0_O_0_4_15258.graphml,-3.135,-3.0526712
Mo2C_010_2_Co_1_O_0_7_6142.graphml,-2.305,-2.201595
Mo2C_100_2_Cu_1_O_0_16_19566.graphml,-3.9930000000000003,-4.0834804
Mo2C_100_5_V_1_O_0_23_13826.graphml,-4.96,-5.1739373
Mo2C_100_5_Fe_1_O_0_18_10576.graphml,-4.852,-4.5929675
Mo2C_101_0_Ti_0_O_0_8_21367.graphml,-1.278,-1.4571671
Mo2C_110_4_Ta_0_O_0_9_25690.graphml,-2.045,-1.8664207
Mo2C_011_7_Ni_0_O_0_0_22938.graphml,-4.425,-3.6507576
Mo2C_001_2_O_0_2_847.graphml,-4.918,-4.665246
Mo2C_010_2_O_0_15_903.graphml,-4.609,-3.531867
Mo2C_100_4_Ir_0_O_0_2_25178.graphml,-2.318,-2.1054037
Mo2C_100_2_Ir_3_O_0_3_5018.graphml,-3.943,-3.594915
Mo2C_001_1_W_0_O_0_11_3608.graphml,-2.9730000000000003,-3.0230148
Mo2C_111_1_Cd_0_O_0_3_6402.graphml,-3.011,-3.3725739
Mo2C_101_0_Ir_1_O_0_5_22314.graphml,-3.3739999999999997,-3.1771202
Mo2C_111_5_Pt_0_O_0_2_15002.graphml,-3.81,-3.125672
Mo2C_010_1_Ti_0_O_0_2_3589.graphml,-3.766,-3.0343568
Mo2C_100_2_W_0_O_0_17_8796.graphml,-4.675,-4.86935
Mo2C_010_1_Pd_0_O_0_7_25014.graphml,-4.533,-4.3206396
Mo2C_100_2_Cr_1_O_0_12_18683.graphml,-5.146,-4.8991666
Mo2C_101_0_Co_0_O_0_9_11560.graphml,-2.332,-2.049094
Mo2C_011_6_Cu_0_O_0_2_7073.graphml,-2.612,-2.638665
Mo2C_111_8_Ta_0_O_0_0_26397.graphml,-4.137,-3.7981393
Mo2C_001_3_Rh_0_O_0_5_20863.graphml,-1.7280000000000002,-1.7386618
Mo2C_100_0_Au_1_O_0_4_20407.graphml,-1.755,-1.85455
Mo2C_100_0_Mn_3_O_0_1_11790.graphml,-2.867,-2.654262
Mo2C_100_3_Ir_1_O_0_3_15736.graphml,-3.5589999999999997,-3.3600976
Mo2C_010_0_Au_0_O_0_3_13570.graphml,-3.8339999999999996,-3.7937577
Mo2C_100_0_Ta_2_O_0_0_12554.graphml,-3.0389999999999997,-3.251683
Mo2C_011_4_Ni_0_O_0_1_15570.graphml,-3.111,-3.1696713
Mo2C_101_5_Ni_0_O_0_1_2215.graphml,-3.312,-3.910629
Mo2C_001_3_Fe_0_O_0_2_15578.graphml,-3.307,-3.2001894
Mo2C_101_0_Cu_1_O_0_2_24894.graphml,-1.745,-1.9697866
Mo2C_011_11_Re_0_O_0_1_25371.graphml,-2.4290000000000003,-2.6227324
Mo2C_100_5_Re_2_O_0_14_19548.graphml,-5.0760000000000005,-4.7782955
Mo2C_100_4_Au_1_O_0_5_2189.graphml,-2.3280000000000003,-2.658263
Mo2C_001_1_Cr_1_O_0_3_13777.graphml,-4.521,-4.612141
Mo2C_101_0_Tc_1_O_0_0_8391.graphml,-4.0280000000000005,-3.9474118
Mo2C_011_1_O_0_19_1905.graphml,-3.1510000000000002,-3.583332
Mo2C_100_0_Zn_1_O_0_3_18785.graphml,-3.228,-3.1181579
Mo2C_100_3_Cr_0_O_0_7_15225.graphml,-3.445,-3.3313105
Mo2C_100_3_Mn_3_O_0_7_25904.graphml,-2.97,-2.7714226
Mo2C_101_6_O_0_31_1045.graphml,-3.205,-3.234932
Mo2C_101_0_O_0_48_501.graphml,-3.023,-2.5908453
Mo2C_011_3_O_0_36_1098.graphml,-4.789,-4.5723734
Mo2C_010_1_Os_1_O_0_5_8634.graphml,-1.5419999999999998,-1.440346
Mo2C_011_5_O_0_34_1647.graphml,-2.92,-2.5311596
Mo2C_101_5_W_0_O_0_10_1614.graphml,-2.434,-2.18256
Mo2C_011_6_Os_0_O_0_3_24192.graphml,-4.518,-4.5688553
Mo2C_011_0_O_0_3_1496.graphml,-2.6289999999999996,-2.6027668
Mo2C_100_5_Fe_3_O_0_1_22987.graphml,-3.384,-3.4986928
Mo2C_111_9_O_0_32_50.graphml,-3.3560000000000003,-2.999421
Mo2C_110_2_Tc_1_O_0_3_22254.graphml,-3.798,-3.8409033
Mo2C_101_7_O_0_6_589.graphml,-2.8080000000000003,-2.7669766
Mo2C_100_2_Mn_0_O_0_1_8476.graphml,-3.4,-3.5368078
Mo2C_111_0_O_0_51_1927.graphml,-1.696,-4.0345197
Mo2C_101_9_Re_1_O_0_4_22996.graphml,-3.467,-3.5366766
Mo2C_001_5_Re_0_O_0_0_16180.graphml,-4.043,-4.004654
Mo2C_110_0_Zn_0_O_0_6_22378.graphml,-4.6739999999999995,-4.6551
Mo2C_001_1_Pd_0_O_0_1_9218.graphml,-3.7939999999999996,-3.931874
Mo2C_100_3_Ta_3_O_0_4_7496.graphml,-4.086,-4.1095943
Mo2C_011_1_Pt_0_O_0_1_3716.graphml,-3.0460000000000003,-3.1131246
Mo2C_101_0_Au_0_O_0_4_18167.graphml,-4.24,-4.200024
Mo2C_101_0_O_0_3_1667.graphml,-2.208,-2.3688223
Mo2C_100_5_Ag_0_O_0_4_25903.graphml,-4.038,-4.108462
Mo2C_110_2_O_0_11_132.graphml,-3.161,-3.1495936
Mo2C_100_0_Co_1_O_0_21_1596.graphml,-3.557,-3.7203777
Mo2C_101_9_Pt_0_O_0_7_17463.graphml,-3.58,-3.6972816
Mo2C_100_5_Zn_1_O_0_20_4279.graphml,-4.544,-3.956383
Mo2C_101_2_Cd_0_O_0_6_23885.graphml,-3.7430000000000003,-3.5975258
Mo2C_111_2_O_0_31_1032.graphml,-3.385,-3.3115103
Mo2C_110_3_Au_1_O_0_11_13593.graphml,-3.022,-2.7964609
Mo2C_101_0_Ti_0_O_0_7_13072.graphml,-3.8080000000000003,-4.5406475
Mo2C_100_5_Ir_0_O_0_23_20129.graphml,-3.8680000000000003,-3.8832848
Mo2C_101_0_Pd_0_O_0_7_19065.graphml,-3.95,-3.8281841
Mo2C_100_3_Pd_0_O_0_19_5168.graphml,-1.9480000000000002,-2.0602357
Mo2C_100_3_Fe_3_O_0_0_6495.graphml,-3.603,-3.5349574
Mo2C_110_5_Pd_0_O_0_2_13221.graphml,-2.367,-2.579269
Mo2C_100_5_Fe_0_O_0_18_18464.graphml,-4.77,-4.7083406
Mo2C_001_2_Cd_1_O_0_4_13278.graphml,-4.0,-3.9991348
Mo2C_001_1_Pd_0_O_0_7_18004.graphml,-2.951,-3.0277514
Mo2C_100_0_Pt_3_O_0_23_13875.graphml,-2.658,-2.8347154
Mo2C_100_0_Mn_1_O_0_1_13804.graphml,-2.001,-1.8362906
Mo2C_001_4_Au_0_O_0_10_10931.graphml,-2.363,-2.2484405
Mo2C_100_0_Fe_1_O_0_3_22003.graphml,-3.532,-3.431351
Mo2C_001_1_Pd_1_O_0_2_10921.graphml,-3.795,-3.7097638
Mo2C_001_4_O_0_10_1739.graphml,-4.704,-4.9105506
Mo2C_100_2_Mn_1_O_0_12_24576.graphml,-4.606,-4.674822
Mo2C_100_2_Ta_1_O_0_0_408.graphml,-3.284,-3.313131
Mo2C_100_2_Ru_1_O_0_22_2520.graphml,-4.592,-4.6893697
Mo2C_111_5_Ta_0_O_0_3_6229.graphml,-2.715,-3.8771703
Mo2C_100_5_V_3_O_0_5_18901.graphml,-4.9319999999999995,-4.9287057
Mo2C_110_0_V_1_O_0_9_24256.graphml,-4.497,-3.9188106
Mo2C_100_2_Cu_0_O_0_17_8474.graphml,-4.6419999999999995,-4.7697444
Mo2C_101_7_Au_0_O_0_1_13111.graphml,-3.576,-3.5189304
Mo2C_011_10_Os_0_O_0_1_14217.graphml,-2.839,-2.679417
Mo2C_100_5_Zn_0_O_0_7_21886.graphml,-4.207,-4.3081446
Mo2C_100_2_Fe_0_O_0_14_4693.graphml,-4.77,-4.5433803
Mo2C_101_9_Ta_1_O_0_8_19179.graphml,-3.404,-3.4910502
Mo2C_001_4_Ta_0_O_0_1_1182.graphml,-4.026,-4.2348113
Mo2C_110_0_Ni_0_O_0_4_24411.graphml,-4.622,-4.1263714
Mo2C_100_5_Cd_0_O_0_23_17486.graphml,-3.585,-3.8616848
Mo2C_100_2_Cd_2_O_0_8_1883.graphml,-4.637,-4.765282
Mo2C_010_3_Ti_1_O_0_1_1090.graphml,-4.148,-2.7108846
Mo2C_100_2_Ag_3_O_0_2_20825.graphml,-3.373,-3.942073
Mo2C_100_0_W_3_O_0_8_8194.graphml,-3.705,-3.8030188
Mo2C_100_0_Re_0_O_0_16_19092.graphml,-3.302,-3.2113163
Mo2C_100_2_Re_0_O_0_2_17376.graphml,-3.264,-3.3574512
Mo2C_101_5_Ir_1_O_0_6_16972.graphml,-1.83,-1.6257248
Mo2C_100_2_Au_3_O_0_12_25466.graphml,-3.641,-4.3732443
Mo2C_011_3_Re_0_O_0_1_20185.graphml,-4.673,-4.6532893
Mo2C_111_3_Tc_0_O_0_3_292.graphml,-2.233,-2.1532464
Mo2C_001_2_Ru_1_O_0_4_24612.graphml,-3.8560000000000003,-3.9205284
Mo2C_100_2_Tc_1_O_0_6_204.graphml,-4.4319999999999995,-4.565565
Mo2C_010_0_Nb_1_O_0_1_23832.graphml,-5.212000000000001,-4.998948
Mo2C_100_5_Au_3_O_0_15_8545.graphml,-5.002,-4.1545124
Mo2C_100_5_Cr_1_O_0_11_4658.graphml,-4.662,-4.900129
Mo2C_110_0_V_1_O_0_3_26499.graphml,-4.893,-4.9142733
Mo2C_100_2_Au_3_O_0_23_2704.graphml,-5.0,-4.9021397
Mo2C_100_5_Co_0_O_0_17_15738.graphml,-4.62,-4.7872906
Mo2C_010_0_V_1_O_0_2_15366.graphml,-3.884,-3.756212
Mo2C_010_0_Nb_1_O_0_0_3127.graphml,-5.2139999999999995,-5.070265
Mo2C_111_9_O_0_28_1865.graphml,-3.463,-3.3104088
Mo2C_110_0_Pt_0_O_0_9_10601.graphml,-3.9360000000000004,-3.7149818
Mo2C_100_5_Ru_0_O_0_1_16872.graphml,-3.3160000000000003,-3.1562088
Mo2C_100_3_Ta_3_O_0_3_26300.graphml,-3.682,-3.6917155
Mo2C_111_9_Ni_0_O_0_1_19345.graphml,-4.079,-4.241012
Mo2C_101_9_Ru_0_O_0_10_22280.graphml,-3.511,-3.4157226
Mo2C_101_5_Cd_0_O_0_0_20982.graphml,-3.9610000000000003,-3.9686782
Mo2C_101_0_Re_1_O_0_7_20251.graphml,-3.273,-4.025609
Mo2C_101_7_Co_0_O_0_8_22256.graphml,-3.6489999999999996,-3.6784265
Mo2C_010_2_Ta_0_O_0_8_458.graphml,-3.048,-2.822646
Mo2C_010_0_Zn_1_O_0_3_22059.graphml,-3.853,-3.828377
Mo2C_001_4_Mn_0_O_0_3_6745.graphml,-1.5919999999999999,-1.262479
Mo2C_100_2_Pd_2_O_0_5_18865.graphml,-3.447,-4.671085
Mo2C_101_4_Ir_1_O_0_9_16697.graphml,-3.735,-3.8898914
Mo2C_100_2_Cu_3_O_0_19_2833.graphml,-3.815,-3.9336083
Mo2C_001_3_Ti_1_O_0_5_19306.graphml,-4.615,-4.64014
Mo2C_101_7_Zn_1_O_0_0_26136.graphml,-3.497,-3.8222315
Mo2C_110_2_O_0_13_1432.graphml,-3.7289999999999996,-4.500304
Mo2C_100_5_Ta_0_O_0_11_10555.graphml,-4.927,-4.9409275
Mo2C_100_2_V_0_O_0_6_2365.graphml,-4.96,-5.1745358
Mo2C_100_3_W_1_O_0_15_10730.graphml,-3.658,-2.6801805
Mo2C_110_1_Ti_0_O_0_0_9443.graphml,-4.638,-5.1921625
Mo2C_110_5_Mn_0_O_0_2_9880.graphml,-2.378,-2.313133
Mo2C_101_0_V_1_O_0_8_173.graphml,-1.3430000000000002,-1.0618792
Mo2C_101_9_Zn_0_O_0_1_858.graphml,-3.717,-3.5284827
Mo2C_010_2_W_0_O_0_8_16039.graphml,-2.105,-1.9292086
Mo2C_111_9_O_0_50_1750.graphml,-4.118,-4.0945544
Mo2C_011_5_O_0_26_1341.graphml,-4.834,-4.7830324
Mo2C_100_3_Ir_2_O_0_19_19135.graphml,-2.523,-2.5937254
Mo2C_100_0_Ru_2_O_0_10_1250.graphml,-2.094,-2.0158815
Mo2C_101_2_Cr_0_O_0_6_23154.graphml,-4.417,-3.1683981
Mo2C_010_3_O_0_3_1504.graphml,-3.918,-3.8611238
Mo2C_101_2_Fe_1_O_0_10_8599.graphml,-3.594,-3.4168897
Mo2C_001_0_Pt_1_O_0_6_5656.graphml,-3.5580000000000003,-3.5423942
Mo2C_101_7_Fe_1_O_0_5_20824.graphml,-3.145,-3.4973485
Mo2C_010_3_Cd_1_O_0_3_9337.graphml,-2.363,-2.4984887
Mo2C_100_2_Ru_1_O_0_15_14821.graphml,-4.587,-4.706053
Mo2C_001_0_Au_1_O_0_0_20709.graphml,-3.813,-3.7820988
Mo2C_100_5_Fe_1_O_0_0_7428.graphml,-3.367,-3.2926905
Mo2C_101_5_O_0_19_296.graphml,-3.025,-2.9653325
Mo2C_101_5_W_1_O_0_3_13334.graphml,-4.992,-4.2134027
Mo2C_101_2_Nb_1_O_0_1_13039.graphml,-4.906000000000001,-4.4904385
Mo2C_101_4_Pd_1_O_0_11_18513.graphml,-4.012,-4.0968275
Mo2C_101_4_Mn_0_O_0_7_26230.graphml,-4.245,-4.2104173
Mo2C_010_0_Nb_0_O_0_7_10538.graphml,-4.91,-4.7984586
Mo2C_101_2_Mn_0_O_0_1_11078.graphml,-3.7030000000000003,-3.3335688
Mo2C_001_1_W_0_O_0_10_3143.graphml,-2.972,-3.251408
Mo2C_100_5_Cu_2_O_0_0_20174.graphml,-3.611,-3.617317
Mo2C_011_9_O_0_0_1668.graphml,-2.83,-4.360604
Mo2C_110_1_Tc_0_O_0_10_3329.graphml,-4.026,-3.7284846
Mo2C_111_4_O_0_0_1242.graphml,-3.0869999999999997,-2.8458142
Mo2C_001_5_Cr_0_O_0_1_14082.graphml,-3.89,-4.0156536
Mo2C_010_2_Ti_0_O_0_7_10289.graphml,-4.19,-5.308037
Mo2C_010_3_Rh_0_O_0_1_7068.graphml,-4.19,-4.301981
Mo2C_111_1_O_0_47_1189.graphml,-4.579,-4.0240955
Mo2C_100_0_Mn_0_O_0_4_8701.graphml,-3.2760000000000002,-3.0687735
Mo2C_001_0_Fe_0_O_0_4_3989.graphml,-3.12,-3.2432342
Mo2C_010_3_Os_0_O_0_4_9975.graphml,-4.223,-4.216005
Mo2C_111_5_Nb_0_O_0_4_8394.graphml,-3.802,-3.52346
Mo2C_100_5_Pd_2_O_0_20_18809.graphml,-3.719,-3.6778624
Mo2C_100_0_Ru_1_O_0_12_25894.graphml,-3.447,-3.3455122
Mo2C_110_2_Ta_1_O_0_8_13186.graphml,-4.66,-4.9231477
Mo2C_110_4_Tc_0_O_0_4_25091.graphml,-1.913,-1.75868
Mo2C_100_2_Nb_2_O_0_10_15773.graphml,-4.896,-4.8966513
Mo2C_011_7_Re_0_O_0_1_13450.graphml,-2.968,-2.9311986
Mo2C_001_3_Tc_0_O_0_6_10035.graphml,-3.1260000000000003,-3.0933607
Mo2C_100_3_Re_1_O_0_4_17194.graphml,-3.535,-3.5417955
Mo2C_010_3_Ta_1_O_0_5_20120.graphml,-4.062,-4.1426196
Mo2C_100_2_Re_3_O_0_12_26571.graphml,-4.66,-4.417712
Mo2C_100_3_Zn_1_O_0_5_3811.graphml,-2.4730000000000003,-2.2949524
Mo2C_101_0_Ta_0_O_0_2_16056.graphml,-3.825,-1.6720104
Mo2C_010_0_Tc_0_O_0_4_20733.graphml,-3.0469999999999997,-3.1364336
Mo2C_101_9_Cr_1_O_0_3_23107.graphml,-2.234,-2.1013465
Mo2C_101_7_Ag_1_O_0_11_16341.graphml,-2.951,-2.9208446
Mo2C_011_2_Ti_0_O_0_2_23413.graphml,-2.676,-2.6968696
Mo2C_101_9_O_0_15_1933.graphml,-4.306,-4.235055
Mo2C_101_4_Tc_0_O_0_4_24731.graphml,-3.467,-3.3657913
Mo2C_100_2_Re_0_O_0_23_12824.graphml,-4.493,-4.243324
Mo2C_101_7_Ir_0_O_0_11_8002.graphml,-3.19,-3.0629742
Mo2C_010_3_Rh_1_O_0_9_5422.graphml,-3.295,-3.3599637
Mo2C_011_0_O_0_4_451.graphml,-4.698,-4.696245
Mo2C_010_2_Ni_1_O_0_8_20075.graphml,-2.823,-3.0075357
Mo2C_110_2_O_0_0_161.graphml,-3.162,-3.5288692
Mo2C_001_4_O_0_0_848.graphml,-4.703,-4.483248
Mo2C_101_5_V_1_O_0_6_11868.graphml,-1.661,-1.772904
Mo2C_110_0_Co_0_O_0_2_11362.graphml,-4.007,-3.9568176
Mo2C_101_2_O_0_10_1963.graphml,-4.695,-4.410891
Mo2C_001_1_Cd_1_O_0_0_5821.graphml,-4.067,-4.053484
Mo2C_100_3_Cd_2_O_0_18_10397.graphml,-3.312,-3.1646924
Mo2C_011_11_O_0_26_631.graphml,-3.6039999999999996,-3.4925063
Mo2C_101_5_Ta_0_O_0_8_26384.graphml,-1.182,-1.2745947
Mo2C_101_2_Pt_1_O_0_6_9560.graphml,-3.305,-3.327171
Mo2C_001_1_Re_0_O_0_3_2965.graphml,-4.373,-4.5348244
Mo2C_010_0_Ag_0_O_0_7_1386.graphml,-4.096,-4.203434
Mo2C_100_5_Zn_2_O_0_12_7368.graphml,-4.048,-4.2392282
Mo2C_100_3_Cd_0_O_0_3_12587.graphml,-3.5389999999999997,-3.4259813
Mo2C_111_5_O_0_22_259.graphml,-3.79,-2.922729
Mo2C_100_3_Ta_0_O_0_5_16134.graphml,-2.727,-2.6985266
Mo2C_100_5_Cd_0_O_0_16_22651.graphml,-4.422,-3.7141554
Mo2C_101_2_W_1_O_0_1_20500.graphml,-4.997,-5.421381
Mo2C_010_0_Re_0_O_0_3_450.graphml,-4.075,-4.1757684
Mo2C_111_2_Co_0_O_0_3_21217.graphml,-3.605,-3.6218743
Mo2C_100_2_Co_3_O_0_8_19617.graphml,-5.275,-4.9096584
Mo2C_101_5_Ir_0_O_0_9_7909.graphml,-1.4140000000000001,-1.4240736
Mo2C_010_3_Co_1_O_0_4_11157.graphml,-3.94,-3.624481
Mo2C_100_2_V_3_O_0_4_16290.graphml,-4.8839999999999995,-5.046051
Mo2C_001_4_Cr_0_O_0_7_8703.graphml,-4.522,-4.6121407
Mo2C_100_5_V_1_O_0_15_1283.graphml,-5.441,-5.0593276
Mo2C_100_2_Mn_3_O_0_15_21831.graphml,-5.2410000000000005,-4.7128887
Mo2C_101_0_Pd_1_O_0_9_19882.graphml,-1.8519999999999999,-1.9069788
Mo2C_011_5_Nb_0_O_0_2_8193.graphml,-2.656,-2.6797576
Mo2C_111_9_O_0_30_573.graphml,-3.3569999999999998,-3.1099107
Mo2C_111_6_Ni_0_O_0_0_20123.graphml,-4.254,-3.9001622
Mo2C_100_2_Ru_2_O_0_3_15325.graphml,-3.427,-3.420334
Mo2C_001_4_Pt_0_O_0_7_24138.graphml,-3.655,-3.8116806
Mo2C_100_0_Pt_0_O_0_5_21821.graphml,-3.2489999999999997,-3.1678317
Mo2C_110_3_Rh_1_O_0_11_22472.graphml,-0.368,-0.6791323
Mo2C_100_4_Tc_1_O_0_6_966.graphml,-4.547,-4.7363744
Mo2C_011_2_Zn_0_O_0_0_8964.graphml,-3.556,-3.430349
Mo2C_100_5_Cu_0_O_0_6_846.graphml,-4.6419999999999995,-4.581329
Mo2C_111_7_Pd_0_O_0_5_15659.graphml,-4.311,-4.6924515
Mo2C_100_5_Cd_2_O_0_19_20845.graphml,-3.5780000000000003,-3.5327992
Mo2C_100_3_Rh_3_O_0_20_17866.graphml,-3.19,-3.1053889
Mo2C_110_5_Ir_0_O_0_2_15673.graphml,-2.329,-2.403151
Mo2C_100_5_Cd_1_O_0_19_24613.graphml,-3.804,-3.7141554
Mo2C_100_2_Au_1_O_0_17_20310.graphml,-3.8139999999999996,-4.1091223
Mo2C_001_0_Cr_0_O_0_1_25099.graphml,-3.502,-3.2277792
Mo2C_100_3_Pd_0_O_0_0_15336.graphml,-2.859,-2.7241156
Mo2C_011_11_O_0_28_605.graphml,-4.834,-4.3357153
Mo2C_110_4_Pd_0_O_0_11_25577.graphml,-1.979,-1.8104664
Mo2C_100_3_Ir_0_O_0_0_12629.graphml,-3.634,-3.632414
Mo2C_100_5_Ni_0_O_0_1_14735.graphml,-3.444,-3.3183918
Mo2C_011_7_Nb_0_O_0_2_25951.graphml,-4.672,-4.7217197
Mo2C_110_5_Cr_1_O_0_8_5779.graphml,-2.224,-2.3641632
Mo2C_100_0_Ag_1_O_0_3_1073.graphml,-3.194,-3.177984
Mo2C_001_4_Ag_1_O_0_4_6332.graphml,-3.92,-3.95697
Mo2C_100_2_Os_2_O_0_11_13453.graphml,-3.855,-4.3897977
Mo2C_100_5_Rh_2_O_0_18_6997.graphml,-4.226,-4.7097254
Mo2C_111_3_W_0_O_0_4_25300.graphml,-3.737,-4.217245
Mo2C_110_0_Ag_0_O_0_2_3488.graphml,-2.9589999999999996,-3.9335191
Mo2C_101_3_Fe_0_O_0_0_5414.graphml,-3.195,-3.7998707
Mo2C_110_2_Pt_1_O_0_6_10414.graphml,-2.852,-3.070855
Mo2C_111_9_Ir_0_O_0_0_17579.graphml,-3.773,-2.7646732
Mo2C_001_0_Ta_1_O_0_6_2605.graphml,-3.427,-3.4463887
Mo2C_110_4_O_0_11_1629.graphml,-1.891,-1.9483033
