MDF_ASEdb_ID,graphFileName,bindingEnergy(eV)
8794,Mo2C_110_4_Zn_0_O_0_9_8794.graphml,-1.8636515
8795,Mo2C_100_2_Ru_3_O_0_11_8795.graphml,-5.18830586
8796,Mo2C_100_2_W_0_O_0_17_8796.graphml,-4.67515745
8797,Mo2C_101_9_Ni_1_O_0_7_8797.graphml,-3.92788015
8799,Mo2C_101_0_Pt_0_O_0_8_8799.graphml,-1.35154449
8800,Mo2C_100_3_Cd_1_O_0_12_8800.graphml,-2.179769
8802,Mo2C_100_0_Au_3_O_0_19_8802.graphml,-2.77400032
8806,Mo2C_011_4_Os_0_O_0_0_8806.graphml,-3.53853152
8807,Mo2C_100_2_Os_1_O_0_22_8807.graphml,-4.32714589
8808,Mo2C_110_0_Mn_0_O_0_2_8808.graphml,-4.25567809
8809,Mo2C_111_9_Ru_0_O_0_5_8809.graphml,-2.33939683
8812,Mo2C_010_0_W_1_O_0_9_8812.graphml,-2.10483067
8813,Mo2C_110_2_Pt_0_O_0_8_8813.graphml,-3.54563634
8815,Mo2C_100_3_Co_1_O_0_9_8815.graphml,-3.65556209
8817,Mo2C_100_2_Ag_3_O_0_5_8817.graphml,-4.98904025
8819,Mo2C_100_5_Pt_3_O_0_8_8819.graphml,-4.67231222
8821,Mo2C_101_5_W_0_O_0_9_8821.graphml,-1.25201321
8822,Mo2C_100_1_Co_0_O_0_5_8822.graphml,-2.39170108
8823,Mo2C_100_0_Co_3_O_0_1_8823.graphml,-3.54122838
8824,Mo2C_001_3_Ni_1_O_0_5_8824.graphml,-3.41187329
8826,Mo2C_011_0_Ni_0_O_0_1_8826.graphml,-4.67367059
8828,Mo2C_101_2_Ag_0_O_0_9_8828.graphml,-3.07880316
8829,Mo2C_100_2_Cr_3_O_0_4_8829.graphml,-4.62918171
8830,Mo2C_100_0_Re_2_O_0_13_8830.graphml,-3.1524248
8831,Mo2C_100_3_Co_3_O_0_8_8831.graphml,-2.77775287
8833,Mo2C_101_9_Os_0_O_0_11_8833.graphml,-3.50804994
8834,Mo2C_011_9_Tc_0_O_0_1_8834.graphml,-4.71984159
8835,Mo2C_101_2_Co_1_O_0_9_8835.graphml,-3.12742689
8836,Mo2C_101_2_Pd_0_O_0_2_8836.graphml,-3.66689771
8839,Mo2C_100_0_Au_2_O_0_4_8839.graphml,-3.93376444
8840,Mo2C_101_9_Ta_0_O_0_6_8840.graphml,-5.26901821
8841,Mo2C_001_1_Rh_1_O_0_3_8841.graphml,-3.69370188
8842,Mo2C_101_5_Os_0_O_0_6_8842.graphml,-1.59332541
8843,Mo2C_101_9_Os_1_O_0_4_8843.graphml,-3.61161357
8844,Mo2C_110_2_Ti_1_O_0_10_8844.graphml,-3.58594847
8845,Mo2C_100_3_V_0_O_0_3_8845.graphml,-3.24385402
8846,Mo2C_111_6_Cd_0_O_0_3_8846.graphml,-4.08111497
8847,Mo2C_100_5_Au_1_O_0_11_8847.graphml,-3.51738876
8848,Mo2C_100_2_Nb_1_O_0_11_8848.graphml,-4.8237143
8851,Mo2C_110_3_Ru_0_O_0_0_8851.graphml,-2.55067203
8852,Mo2C_100_5_Ta_1_O_0_1_8852.graphml,-5.01600187
8853,Mo2C_100_1_Pd_0_O_0_5_8853.graphml,-2.42213838
8855,Mo2C_111_3_Ag_0_O_0_4_8855.graphml,-4.48445062
8857,Mo2C_001_2_W_0_O_0_2_8857.graphml,-4.30570271
8858,Mo2C_100_2_Mn_3_O_0_3_8858.graphml,-4.8994809
8859,Mo2C_001_0_Pt_1_O_0_0_8859.graphml,-2.07877705
8860,Mo2C_100_0_Ta_0_O_0_10_8860.graphml,-2.72733444
8861,Mo2C_100_5_Au_1_O_0_13_8861.graphml,-4.52673408
8862,Mo2C_110_1_Ag_1_O_0_9_8862.graphml,-3.90675718
8863,Mo2C_010_2_W_0_O_0_5_8863.graphml,-4.89153311
8865,Mo2C_101_5_Zn_1_O_0_4_8865.graphml,-3.55426625
8866,Mo2C_101_0_Fe_1_O_0_10_8866.graphml,-2.21606723
8867,Mo2C_100_5_W_3_O_0_13_8867.graphml,-5.08123911
8869,Mo2C_100_3_Cu_2_O_0_20_8869.graphml,-3.20953356
8870,Mo2C_110_5_Au_0_O_0_3_8870.graphml,-1.69343445
8871,Mo2C_111_1_Tc_0_O_0_3_8871.graphml,-3.00490184
8872,Mo2C_101_9_Ag_0_O_0_6_8872.graphml,-3.65881946
8875,Mo2C_100_4_Cr_0_O_0_6_8875.graphml,-5.10882062
8876,Mo2C_101_0_Ti_1_O_0_9_8876.graphml,-2.38500997
8878,Mo2C_001_4_Os_1_O_0_0_8878.graphml,-3.6444924
8879,Mo2C_101_0_Ag_0_O_0_10_8879.graphml,-2.06243524
8880,Mo2C_100_2_Zn_3_O_0_16_8880.graphml,-3.77169182
8881,Mo2C_100_5_Ag_1_O_0_4_8881.graphml,-4.019168700000002
8883,Mo2C_111_3_Tc_0_O_0_4_8883.graphml,-3.83226304
8884,Mo2C_100_2_Pt_2_O_0_8_8884.graphml,-4.67250525
8887,Mo2C_101_7_Zn_0_O_0_11_8887.graphml,-3.15338717
8891,Mo2C_100_5_V_3_O_0_8_8891.graphml,-5.37110023
8892,Mo2C_100_2_Nb_1_O_0_22_8892.graphml,-5.21301961
8893,Mo2C_101_3_Tc_0_O_0_1_8893.graphml,-2.62631837
8895,Mo2C_100_3_Au_3_O_0_10_8895.graphml,-3.9331087
8896,Mo2C_100_5_Ag_3_O_0_10_8896.graphml,-4.98797433
8897,Mo2C_100_5_Mn_3_O_0_10_8897.graphml,-4.19076436
8898,Mo2C_011_9_V_0_O_0_0_8898.graphml,-3.78707283
8899,Mo2C_101_9_Ti_1_O_0_7_8899.graphml,-5.0722986
8904,Mo2C_011_6_Fe_0_O_0_0_8904.graphml,-3.61354037
8906,Mo2C_100_0_Nb_3_O_0_4_8906.graphml,-3.88978672
8907,Mo2C_100_2_Pd_1_O_0_9_8907.graphml,-4.31268769
8910,Mo2C_100_2_Co_1_O_0_16_8910.graphml,-3.94099306
8911,Mo2C_100_5_Fe_1_O_0_15_8911.graphml,-4.85088805
8912,Mo2C_100_0_Pt_2_O_0_21_8912.graphml,-3.50764474
8914,Mo2C_100_0_Ni_3_O_0_3_8914.graphml,-3.6618851
8915,Mo2C_001_4_Os_1_O_0_3_8915.graphml,-2.82819966
8916,Mo2C_110_2_Ir_0_O_0_7_8916.graphml,-3.12699195
8917,Mo2C_111_1_Tc_0_O_0_1_8917.graphml,-4.93938583
8918,Mo2C_100_5_Rh_2_O_0_13_8918.graphml,-5.18626569
8919,Mo2C_100_3_Ag_2_O_0_0_8919.graphml,-4.01373882
8921,Mo2C_100_5_Cd_0_O_0_13_8921.graphml,-4.05346539
8924,Mo2C_110_4_Re_1_O_0_1_8924.graphml,-3.05311579
8925,Mo2C_101_5_V_0_O_0_3_8925.graphml,-4.77149299
8926,Mo2C_010_2_Os_0_O_0_8_8926.graphml,-3.41307701
8927,Mo2C_001_4_V_0_O_0_7_8927.graphml,-4.95900019
8929,Mo2C_101_0_Rh_0_O_0_9_8929.graphml,-2.28006123
8931,Mo2C_100_5_Pd_3_O_0_8_8931.graphml,-4.78223689
8933,Mo2C_010_0_Ir_0_O_0_4_8933.graphml,-2.80220625
8935,Mo2C_001_0_Au_0_O_0_5_8935.graphml,-3.69027529
8936,Mo2C_101_7_Pd_0_O_0_6_8936.graphml,-3.66651895
8937,Mo2C_100_5_Pt_0_O_0_11_8937.graphml,-3.70140806
8938,Mo2C_100_1_Tc_1_O_0_1_8938.graphml,-4.56340225
8939,Mo2C_111_4_Re_0_O_0_0_8939.graphml,-3.62336939
8941,Mo2C_100_5_Os_0_O_0_16_8941.graphml,-4.48402731
8944,Mo2C_011_6_Tc_0_O_0_2_8944.graphml,-3.66721054
8945,Mo2C_100_5_Fe_0_O_0_5_8945.graphml,-4.60373813
8946,Mo2C_110_4_Cd_1_O_0_9_8946.graphml,-2.39746274
8947,Mo2C_101_7_Ta_0_O_0_11_8947.graphml,-3.13326347
8950,Mo2C_110_2_Cd_1_O_0_5_8950.graphml,-4.28575649
8952,Mo2C_100_2_Fe_1_O_0_13_8952.graphml,-4.77015204
8953,Mo2C_101_8_Os_0_O_0_1_8953.graphml,-2.52125265
8954,Mo2C_101_2_Zn_1_O_0_5_8954.graphml,-3.68035556
8955,Mo2C_101_7_Co_1_O_0_11_8955.graphml,-3.12499845
8958,Mo2C_001_4_Ag_0_O_0_5_8958.graphml,-3.92648714
8959,Mo2C_100_1_Cd_0_O_0_1_8959.graphml,-3.89171256
8960,Mo2C_010_1_V_0_O_0_1_8960.graphml,-3.71186502
8962,Mo2C_001_4_Cu_0_O_0_1_8962.graphml,-3.85837301
8963,Mo2C_010_0_Ta_1_O_0_7_8963.graphml,-5.09095749
8964,Mo2C_011_2_Zn_0_O_0_0_8964.graphml,-3.55573259
8966,Mo2C_100_1_Ag_1_O_0_5_8966.graphml,-3.19428049
8967,Mo2C_100_0_Cu_3_O_0_11_8967.graphml,-2.2793769
8969,Mo2C_100_2_Tc_0_O_0_2_8969.graphml,-3.33314408
8972,Mo2C_001_3_Re_1_O_0_3_8972.graphml,-1.86866922
8973,Mo2C_011_0_Pt_0_O_0_1_8973.graphml,-4.67273769
8974,Mo2C_001_2_Mn_1_O_0_4_8974.graphml,-4.70992329
8975,Mo2C_100_3_Ta_3_O_0_0_8975.graphml,-3.39873667
8976,Mo2C_001_1_Cr_1_O_0_6_8976.graphml,-4.53747395
8979,Mo2C_010_1_Cu_1_O_0_9_8979.graphml,-3.51322123
8980,Mo2C_011_9_Ni_0_O_0_1_8980.graphml,-4.85660258
8981,Mo2C_110_4_Re_1_O_0_5_8981.graphml,-1.940054
8982,Mo2C_100_5_Cd_2_O_0_7_8982.graphml,-4.63700938
8984,Mo2C_100_5_Pt_3_O_0_0_8984.graphml,-5.12013791
8986,Mo2C_100_0_Mn_2_O_0_5_8986.graphml,-3.02833345
8987,Mo2C_100_2_V_3_O_0_12_8987.graphml,-5.37077192
8988,Mo2C_100_5_Cd_3_O_0_14_8988.graphml,-4.66803269
8990,Mo2C_100_5_Cu_1_O_0_12_8990.graphml,-4.63328627
8992,Mo2C_111_6_Os_0_O_0_1_8992.graphml,-2.15698376
8993,Mo2C_101_5_Fe_0_O_0_0_8993.graphml,-3.54526312
8995,Mo2C_100_2_Rh_3_O_0_4_8995.graphml,-3.82372035
8996,Mo2C_110_3_Os_0_O_0_8_8996.graphml,-0.64673203
8997,Mo2C_101_4_Pd_0_O_0_5_8997.graphml,-3.59213899
8999,Mo2C_010_3_Re_1_O_0_3_8999.graphml,-2.00195231
9000,Mo2C_111_1_Cr_0_O_0_5_9000.graphml,-5.02545231
9001,Mo2C_110_1_Cr_0_O_0_4_9001.graphml,-4.21667832
9002,Mo2C_001_0_Ir_1_O_0_2_9002.graphml,-3.43201811
9003,Mo2C_100_3_Cr_3_O_0_4_9003.graphml,-3.40562087
9005,Mo2C_100_0_Ag_2_O_0_8_9005.graphml,-2.94932803
9006,Mo2C_100_2_Ni_2_O_0_19_9006.graphml,-5.21254921
9007,Mo2C_001_4_Cu_0_O_0_5_9007.graphml,-2.75181112
9008,Mo2C_110_1_Re_1_O_0_2_9008.graphml,-4.1865579
9010,Mo2C_010_3_Pt_1_O_0_8_9010.graphml,-3.45475456
9011,Mo2C_100_0_Ru_3_O_0_12_9011.graphml,-2.66040639
9012,Mo2C_100_3_Fe_0_O_0_7_9012.graphml,-3.74800624
9013,Mo2C_001_3_W_1_O_0_1_9013.graphml,-1.8725818
9014,Mo2C_100_3_Cu_1_O_0_7_9014.graphml,-3.47939886
9017,Mo2C_101_5_V_0_O_0_4_9017.graphml,-3.57083987
9018,Mo2C_101_6_W_0_O_0_0_9018.graphml,-3.95570126
9019,Mo2C_111_8_Mn_0_O_0_1_9019.graphml,-3.94751173
9020,Mo2C_011_6_Ru_0_O_0_3_9020.graphml,-4.5772932
9024,Mo2C_101_4_Cr_0_O_0_0_9024.graphml,-4.67136484
9025,Mo2C_010_2_Rh_0_O_0_8_9025.graphml,-3.52195991
9026,Mo2C_001_1_V_1_O_0_3_9026.graphml,-4.9612839000000015
9028,Mo2C_101_4_Cr_1_O_0_8_9028.graphml,-4.39624639
9030,Mo2C_101_2_Ag_1_O_0_8_9030.graphml,-2.95034511
9031,Mo2C_100_0_Nb_3_O_0_0_9031.graphml,-3.41326125
9034,Mo2C_101_4_Ru_0_O_0_3_9034.graphml,-2.21843305
9036,Mo2C_110_5_Nb_0_O_0_6_9036.graphml,-4.86116138
9037,Mo2C_100_3_Au_0_O_0_7_9037.graphml,-2.46510941
9038,Mo2C_011_5_Cd_0_O_0_1_9038.graphml,-4.06859506
9039,Mo2C_010_2_Cd_1_O_0_9_9039.graphml,-3.37472895
9040,Mo2C_011_0_Ti_0_O_0_2_9040.graphml,-3.91208083
9044,Mo2C_100_5_Co_0_O_0_15_9044.graphml,-4.642834400000001
9045,Mo2C_100_5_Ir_2_O_0_19_9045.graphml,-3.60876109
9046,Mo2C_101_5_W_0_O_0_11_9046.graphml,-2.43250765
9048,Mo2C_100_5_Rh_3_O_0_0_9048.graphml,-5.18735356
9049,Mo2C_110_2_Ta_0_O_0_0_9049.graphml,-4.6588683
9050,Mo2C_101_2_Pt_0_O_0_4_9050.graphml,-3.17715008
9052,Mo2C_100_5_Ru_1_O_0_4_9052.graphml,-4.56323312
9053,Mo2C_100_5_Au_0_O_0_3_9053.graphml,-3.52020184
9054,Mo2C_100_2_Ir_0_O_0_16_9054.graphml,-3.82293822
9055,Mo2C_100_4_Co_0_O_0_5_9055.graphml,-2.71303696
9056,Mo2C_101_5_Ir_0_O_0_10_9056.graphml,-2.2492977
9057,Mo2C_101_5_Rh_0_O_0_1_9057.graphml,-3.29372468
9058,Mo2C_100_3_Zn_2_O_0_3_9058.graphml,-3.25965827
9063,Mo2C_101_9_Mn_1_O_0_10_9063.graphml,-4.17519473
9065,Mo2C_100_3_Co_2_O_0_19_9065.graphml,-2.77563563
9066,Mo2C_110_2_Cu_0_O_0_6_9066.graphml,-4.24466459
9067,Mo2C_100_0_Ta_2_O_0_3_9067.graphml,-3.30973026
9068,Mo2C_100_5_Os_0_O_0_2_9068.graphml,-3.23614572
9069,Mo2C_100_5_Mn_1_O_0_20_9069.graphml,-3.78516252
9070,Mo2C_110_5_Cr_0_O_0_8_9070.graphml,-2.27694091
9071,Mo2C_111_8_Re_0_O_0_2_9071.graphml,-4.10425605
9072,Mo2C_110_5_V_0_O_0_11_9072.graphml,-2.34629107
9075,Mo2C_100_5_Nb_2_O_0_19_9075.graphml,-4.74093754
9077,Mo2C_101_0_Ta_1_O_0_1_9077.graphml,-5.37741449
9078,Mo2C_011_0_Pd_0_O_0_3_9078.graphml,-4.75586174
9079,Mo2C_001_5_Ti_0_O_0_6_9079.graphml,-4.1821933
9081,Mo2C_010_1_W_1_O_0_5_9081.graphml,-2.41517872
9082,Mo2C_101_9_Nb_1_O_0_0_9082.graphml,-5.04481308
9083,Mo2C_100_0_Cr_3_O_0_21_9083.graphml,-2.83658703
9084,Mo2C_101_4_Ta_0_O_0_6_9084.graphml,-4.89715983
9087,Mo2C_100_2_Co_1_O_0_18_9087.graphml,-4.03575257
9088,Mo2C_100_0_Cd_2_O_0_8_9088.graphml,-3.14775538
9091,Mo2C_001_4_Ti_1_O_0_4_9091.graphml,-4.98273067
9092,Mo2C_010_3_Re_1_O_0_0_9092.graphml,-4.24039954
9093,Mo2C_110_2_Ag_1_O_0_1_9093.graphml,-3.04731126
9094,Mo2C_101_9_Fe_1_O_0_6_9094.graphml,-4.71811743
9096,Mo2C_100_0_Ir_2_O_0_5_9096.graphml,-2.63646432
9097,Mo2C_100_5_Cu_2_O_0_4_9097.graphml,-5.12810488
9098,Mo2C_101_4_Mn_0_O_0_9_9098.graphml,-4.24477481
9099,Mo2C_100_3_Pt_3_O_0_18_9099.graphml,-3.51057311
9100,Mo2C_101_4_Ti_0_O_0_0_9100.graphml,-5.17751095
9102,Mo2C_100_3_Ti_0_O_0_0_9102.graphml,-3.27198883
9103,Mo2C_100_2_Zn_1_O_0_11_9103.graphml,-3.89601427
9104,Mo2C_010_1_Tc_1_O_0_1_9104.graphml,-3.85861376
9105,Mo2C_001_2_Ni_0_O_0_7_9105.graphml,-4.04897674
9106,Mo2C_100_1_Ti_1_O_0_4_9106.graphml,-5.55557571
9107,Mo2C_010_0_Ru_0_O_0_2_9107.graphml,-3.54020121
9108,Mo2C_010_1_Rh_1_O_0_1_9108.graphml,-4.13583134
9110,Mo2C_101_0_V_1_O_0_7_9110.graphml,-3.5483999
9111,Mo2C_110_1_W_1_O_0_1_9111.graphml,-3.8643891
9112,Mo2C_101_9_Cu_1_O_0_11_9112.graphml,-3.67437351
9113,Mo2C_101_5_Mn_0_O_0_5_9113.graphml,-1.47315439
9115,Mo2C_110_2_Nb_1_O_0_6_9115.graphml,-4.39974851
9118,Mo2C_101_5_V_1_O_0_3_9118.graphml,-4.92406058
9119,Mo2C_101_5_Ta_0_O_0_10_9119.graphml,-2.39842216
9121,Mo2C_100_2_Nb_2_O_0_5_9121.graphml,-4.74129625
9122,Mo2C_100_1_Cd_1_O_0_4_9122.graphml,-3.89405762
9123,Mo2C_100_5_Pt_0_O_0_2_9123.graphml,-3.41397085
9124,Mo2C_100_2_Pd_3_O_0_1_9124.graphml,-3.53769593
9125,Mo2C_101_5_V_1_O_0_1_9125.graphml,-4.92362034
9127,Mo2C_001_4_Re_1_O_0_4_9127.graphml,-4.35676534
9128,Mo2C_100_2_Ir_3_O_0_6_9128.graphml,-3.85612262
9129,Mo2C_001_3_Os_1_O_0_6_9129.graphml,-3.07478086
9130,Mo2C_001_0_Zn_1_O_0_6_9130.graphml,-3.72767947
9131,Mo2C_100_0_Ti_2_O_0_3_9131.graphml,-3.44272179
9132,Mo2C_001_4_Co_1_O_0_7_9132.graphml,-3.59651603
9133,Mo2C_100_3_Cr_0_O_0_0_9133.graphml,-2.09863808
9136,Mo2C_100_5_Ti_0_O_0_3_9136.graphml,-3.63306117
9137,Mo2C_100_3_Tc_1_O_0_0_9137.graphml,-3.38134609
9138,Mo2C_100_4_Os_1_O_0_4_9138.graphml,-4.4788917
9139,Mo2C_101_5_Ag_0_O_0_1_9139.graphml,-3.83520796
9140,Mo2C_110_5_Os_0_O_0_3_9140.graphml,-2.52400821
9141,Mo2C_100_2_Re_1_O_0_1_9141.graphml,-3.1262143
9144,Mo2C_010_3_Tc_1_O_0_6_9144.graphml,-2.96343824
9145,Mo2C_100_0_Ir_2_O_0_22_9145.graphml,-2.63703345
9147,Mo2C_010_2_Re_0_O_0_8_9147.graphml,-1.93731421
9148,Mo2C_100_0_Ti_2_O_0_4_9148.graphml,-4.05725114
9150,Mo2C_011_7_Mn_0_O_0_3_9150.graphml,-3.16774669
9151,Mo2C_001_0_Cr_0_O_0_4_9151.graphml,-2.20328909
9153,Mo2C_100_5_Ir_2_O_0_17_9153.graphml,-4.55485425
9156,Mo2C_111_6_Ag_0_O_0_1_9156.graphml,-2.26363535
9158,Mo2C_100_3_Mn_1_O_0_15_9158.graphml,-2.64133065
9159,Mo2C_111_0_Os_0_O_0_2_9159.graphml,-2.92393893
9160,Mo2C_110_4_Pt_0_O_0_5_9160.graphml,-2.13934316
9161,Mo2C_011_5_Pd_0_O_0_2_9161.graphml,-2.84766455
9163,Mo2C_100_2_Os_1_O_0_11_9163.graphml,-3.90971422
9164,Mo2C_100_0_Re_1_O_0_11_9164.graphml,-3.23528199
9165,Mo2C_100_0_Cu_1_O_0_5_9165.graphml,-1.98119619
9167,Mo2C_001_5_Nb_0_O_0_6_9167.graphml,-4.15059709
9168,Mo2C_001_3_Ir_1_O_0_1_9168.graphml,-3.14596265
9170,Mo2C_100_4_Ag_0_O_0_0_9170.graphml,-3.6911518
9172,Mo2C_010_2_Pt_1_O_0_8_9172.graphml,-3.42600089
9174,Mo2C_101_0_Cd_1_O_0_10_9174.graphml,-0.67337185
9175,Mo2C_101_4_Co_0_O_0_1_9175.graphml,-3.49972806
9177,Mo2C_101_2_Os_1_O_0_11_9177.graphml,-3.38761136
9179,Mo2C_110_3_V_0_O_0_7_9179.graphml,-1.67241385
9180,Mo2C_010_2_Zn_1_O_0_1_9180.graphml,-3.85617345
9183,Mo2C_001_2_Pd_1_O_0_2_9183.graphml,-4.30950043
9184,Mo2C_100_5_Ru_0_O_0_8_9184.graphml,-4.58837476
9185,Mo2C_010_1_Cu_1_O_0_3_9185.graphml,-4.5737907
9186,Mo2C_101_9_Pd_0_O_0_11_9186.graphml,-3.58541449
9187,Mo2C_100_4_Ti_1_O_0_6_9187.graphml,-5.55671427
9189,Mo2C_110_2_Re_1_O_0_3_9189.graphml,-3.87600564
9190,Mo2C_100_2_Ag_2_O_0_22_9190.graphml,-4.82959851
9193,Mo2C_101_5_Pd_1_O_0_2_9193.graphml,-3.61259438
9194,Mo2C_100_2_Cr_1_O_0_23_9194.graphml,-4.55324767
9195,Mo2C_101_7_Ta_1_O_0_0_9195.graphml,-5.16434086
9196,Mo2C_101_0_Tc_0_O_0_7_9196.graphml,-3.520196
9197,Mo2C_100_5_Rh_1_O_0_6_9197.graphml,-4.06878738
9198,Mo2C_101_7_Ru_1_O_0_2_9198.graphml,-3.79802313
9199,Mo2C_100_3_Re_2_O_0_10_9199.graphml,-3.15268079
9200,Mo2C_100_2_Ir_3_O_0_22_9200.graphml,-5.17670867
9201,Mo2C_101_4_V_1_O_0_0_9201.graphml,-4.97147762
9202,Mo2C_001_1_Nb_0_O_0_5_9202.graphml,-4.92019925
9204,Mo2C_100_3_Au_0_O_0_20_9204.graphml,-0.9679935
9205,Mo2C_011_2_Ti_0_O_0_0_9205.graphml,-4.74817834
9207,Mo2C_100_3_Ni_2_O_0_16_9207.graphml,-2.93167498
9208,Mo2C_001_1_V_0_O_0_1_9208.graphml,-4.14502321
9212,Mo2C_100_2_Ag_0_O_0_17_9212.graphml,-4.43297407
9213,Mo2C_001_4_Ta_1_O_0_9_9213.graphml,-5.17566419
9214,Mo2C_100_5_Rh_2_O_0_2_9214.graphml,-4.2237547
9215,Mo2C_100_2_Ru_0_O_0_14_9215.graphml,-4.50618878
9216,Mo2C_010_0_Os_0_O_0_3_9216.graphml,-3.54149702
9217,Mo2C_100_3_V_3_O_0_10_9217.graphml,-3.74330593
9218,Mo2C_001_1_Pd_0_O_0_1_9218.graphml,-3.79448604
9220,Mo2C_100_0_Os_1_O_0_4_9220.graphml,-3.45276702
9222,Mo2C_101_9_Cr_1_O_0_9_9222.graphml,-3.5264772000000004
9223,Mo2C_011_1_Nb_0_O_0_0_9223.graphml,-3.85641058
9224,Mo2C_110_5_Fe_1_O_0_4_9224.graphml,-2.39395461
9225,Mo2C_100_3_Ti_1_O_0_9_9225.graphml,-3.49175955
9226,Mo2C_100_3_Cr_1_O_0_2_9226.graphml,-3.38212755
9227,Mo2C_001_5_Ni_1_O_0_4_9227.graphml,-4.34989912
9228,Mo2C_100_5_W_0_O_0_10_9228.graphml,-4.51501935
9230,Mo2C_100_5_Cd_0_O_0_8_9230.graphml,-4.05701337
9232,Mo2C_100_0_W_1_O_0_11_9232.graphml,-2.10921637
9233,Mo2C_111_9_Cu_0_O_0_2_9233.graphml,-3.80511215
9234,Mo2C_100_0_Au_3_O_0_8_9234.graphml,-2.7768935000000003
9239,Mo2C_100_5_Fe_2_O_0_18_9239.graphml,-4.63204318
9240,Mo2C_110_2_Os_0_O_0_5_9240.graphml,-3.61036513
9241,Mo2C_100_3_Zn_3_O_0_15_9241.graphml,-1.47693253
9242,Mo2C_110_1_Pd_0_O_0_7_9242.graphml,-4.12081407
9243,Mo2C_010_3_Ru_0_O_0_0_9243.graphml,-3.7443795
9244,Mo2C_100_3_Pt_1_O_0_15_9244.graphml,-3.31425227
9245,Mo2C_111_0_Cd_0_O_0_4_9245.graphml,-4.0455267
9248,Mo2C_111_0_Tc_0_O_0_0_9248.graphml,-4.91373512
9251,Mo2C_011_3_Fe_0_O_0_1_9251.graphml,-4.69505887
9253,Mo2C_100_4_Pd_0_O_0_5_9253.graphml,-2.84719625
9256,Mo2C_100_3_Pd_1_O_0_20_9256.graphml,-3.43736719
9257,Mo2C_011_5_Re_0_O_0_0_9257.graphml,-4.63544181
9258,Mo2C_110_2_Co_1_O_0_6_9258.graphml,-3.7133015
9261,Mo2C_100_2_Ag_1_O_0_17_9261.graphml,-3.94050296
9262,Mo2C_100_2_Pd_1_O_0_4_9262.graphml,-4.62174858
9263,Mo2C_100_2_Os_0_O_0_5_9263.graphml,-4.48341251
9266,Mo2C_101_0_Zn_0_O_0_7_9266.graphml,-4.16614007
9267,Mo2C_100_3_Re_3_O_0_9_9267.graphml,-3.15366765
9268,Mo2C_100_3_Cu_0_O_0_10_9268.graphml,-3.47761985
9269,Mo2C_001_3_Tc_1_O_0_6_9269.graphml,-3.04897571
9270,Mo2C_101_4_Au_1_O_0_4_9270.graphml,-3.6344818
9271,Mo2C_100_0_Pd_0_O_0_11_9271.graphml,-4.02314813
9272,Mo2C_101_5_Rh_0_O_0_6_9272.graphml,-1.77477211
9273,Mo2C_100_2_Ti_0_O_0_11_9273.graphml,-4.62027385
9274,Mo2C_100_5_Ni_3_O_0_5_9274.graphml,-5.21152546
9275,Mo2C_100_0_Pt_3_O_0_8_9275.graphml,-2.7241924
9276,Mo2C_100_3_Ru_2_O_0_16_9276.graphml,-2.58791988
9278,Mo2C_110_4_Ru_0_O_0_0_9278.graphml,-1.2335239
9279,Mo2C_111_0_Pt_0_O_0_5_9279.graphml,-4.27083073
9280,Mo2C_111_5_Pd_0_O_0_4_9280.graphml,-3.86486308
9283,Mo2C_101_7_Re_0_O_0_5_9283.graphml,-3.1752308
9286,Mo2C_100_2_Ru_2_O_0_22_9286.graphml,-4.43273584
9291,Mo2C_110_5_Cd_1_O_0_1_9291.graphml,-3.22889891
9293,Mo2C_100_0_W_0_O_0_17_9293.graphml,-3.50157545
9294,Mo2C_110_0_Nb_0_O_0_2_9294.graphml,-4.79301027
9295,Mo2C_010_2_Rh_0_O_0_9_9295.graphml,-3.52246955
9296,Mo2C_110_5_W_0_O_0_3_9296.graphml,-2.60380234
9298,Mo2C_001_4_V_1_O_0_7_9298.graphml,-4.97324479
9299,Mo2C_100_2_Rh_1_O_0_22_9299.graphml,-4.52052551
9300,Mo2C_001_3_V_1_O_0_0_9300.graphml,-3.46257418
9301,Mo2C_100_5_Fe_2_O_0_10_9301.graphml,-4.2619803
9302,Mo2C_100_3_Cu_1_O_0_12_9302.graphml,-1.9826851000000003
9303,Mo2C_001_5_Ag_1_O_0_2_9303.graphml,-3.48050446
9304,Mo2C_100_2_Tc_3_O_0_9_9304.graphml,-4.71683233
9306,Mo2C_101_9_Cd_0_O_0_2_9306.graphml,-3.66425392
9307,Mo2C_010_0_Ta_0_O_0_4_9307.graphml,-5.09012195
9308,Mo2C_110_0_Co_1_O_0_7_9308.graphml,-4.60559088
9309,Mo2C_100_2_Re_3_O_0_10_9309.graphml,-4.52081126
9312,Mo2C_100_4_W_0_O_0_0_9312.graphml,-4.45467762
9313,Mo2C_110_2_Cu_0_O_0_8_9313.graphml,-3.51281879
9314,Mo2C_001_0_Pd_0_O_0_10_9314.graphml,-0.91812391
9315,Mo2C_010_1_V_0_O_0_8_9315.graphml,-2.91726879
9318,Mo2C_101_5_Rh_0_O_0_9_9318.graphml,-1.37609372
9320,Mo2C_100_2_Tc_2_O_0_20_9320.graphml,-5.10871904
9321,Mo2C_100_2_Fe_3_O_0_5_9321.graphml,-3.98095612
9322,Mo2C_100_0_Cu_0_O_0_8_9322.graphml,-1.98367813
9324,Mo2C_100_0_Rh_3_O_0_22_9324.graphml,-2.74319618
